before	181	0.0016723798612201905
works	0	0.0
and	2450	0.022637185966792633
well	112	0.0010348427870533776
love	3	2.7719003224644042e-05
to	3477	0.03212632473736245
start	12	0.00011087601289857617
country	30	0.0002771900322464404
is	585	0.005405205628805588
as	789	0.007290097848081383
lost	21	0.0001940330225725083
first	125	0.0011549584676935017
contents	7	6.46776741908361e-05
project	3	2.7719003224644042e-05
give	65	0.0006005784032006209
heed	0	0.0
eighth	0	0.0
like	111	0.0010256031193118294
third	6	5.5438006449288085e-05
cheer	2	1.847933548309603e-05
cost	3	2.7719003224644042e-05
last	39	0.00036034704192037257
comedy	0	0.0
united	1	9.239667741548015e-06
or	184	0.0017000988644448347
restrictions	1	9.239667741548015e-06
where	111	0.0010256031193118294
under	40	0.00036958670966192057
included	6	5.5438006449288085e-05
with	801	0.007400973860979959
mark	8	7.391734193238412e-05
other	88	0.0008130907612562252
king	0	0.0
public	20	0.00018479335483096029
that	1927	0.017804839737963023
of	3004	0.027755961895610234
check	1	9.239667741548015e-06
are	174	0.0016077021870293544
it	1274	0.01177133670273217
january	0	0.0
updated	0	0.0
away	111	0.0010256031193118294
sport	0	0.0
language	0	0.0
errors	0	0.0
no	312	0.0028827763353629805
you	1188	0.01097672527695904
red	9	8.315700967393212e-05
himself	115	0.0010625617902780217
sixth	0	0.0
the	7211	0.06662724408430273
ends	5	4.619833870774007e-05
for	850	0.007853717580315812
prince	0	0.0
located	0	0.0
have	513	0.004739949551414131
title	1	9.239667741548015e-06
use	36	0.0003326280386957285
life	77	0.0007114544160991971
in	2026	0.018719566844376277
tragedy	32	0.00029566936772953647
fifth	0	0.0
beloved	0	0.0
measure	4	3.695867096619206e-05
labour	1	9.239667741548015e-06
most	47	0.00043426438385275667
set	20	0.00018479335483096029
copy	4	3.695867096619206e-05
complete	3	2.7719003224644042e-05
at	791	0.007308577183564479
september	1	9.239667741548015e-06
almost	34	0.0003141487032126325
anyone	18	0.00016631401934786425
hate	2	1.847933548309603e-05
this	362	0.003344759722440381
may	49	0.0004527437193358527
merchant	1	9.239667741548015e-06
laws	0	0.0
character	8	7.391734193238412e-05
second	17	0.00015707435160631624
all	214	0.001977288896691275
wife	68	0.000628297406425265
by	392	0.0036219497546868215
states	0	0.0
date	4	3.695867096619206e-05
whatsoever	1	9.239667741548015e-06
using	7	6.46776741908361e-05
release	1	9.239667741548015e-06
if	431	0.003982296796607194
flight	7	6.46776741908361e-05
parts	2	1.847933548309603e-05
terms	7	6.46776741908361e-05
fourth	2	1.847933548309603e-05
part	41	0.0003788263774034686
dignity	5	4.619833870774007e-05
anywhere	4	3.695867096619206e-05
a	2396	0.02213824390874904
world	18	0.00016631401934786425
merry	0	0.0
not	628	0.005802511341692153
