before	224	0.0013992479042514649
works	21	0.00013117949102357484
and	5835	0.03644915857726472
well	100	0.000624664242969404
love	22	0.00013742613345326887
to	4938	0.030845920317829168
start	1	6.2466424296940394e-06
country	118	0.0007371038067038966
is	562	0.00351061304548805
as	1129	0.00705245930312457
lost	43	0.0002686056244768437
first	276	0.001724073310595555
contents	2	1.2493284859388079e-05
project	10	6.246642429694039e-05
give	66	0.0004122784003598066
heed	3	1.873992728908212e-05
eighth	0	0.0
like	101	0.0006309108853990979
third	21	0.00013117949102357484
cheer	1	6.2466424296940394e-06
cost	15	9.369963644541059e-05
last	112	0.0006996239521257324
comedy	0	0.0
united	22	0.00013742613345326887
or	468	0.0029234286570968106
restrictions	1	6.2466424296940394e-06
where	143	0.0008932698674462477
under	152	0.000949489649313494
included	2	1.2493284859388079e-05
with	1362	0.008507926989243282
mark	16	9.994627887510463e-05
other	290	0.0018115263046112715
king	399	0.0024924103294479217
public	43	0.0002686056244768437
that	1965	0.012274652374348787
of	8168	0.05102257536574092
check	7	4.372649700785828e-05
are	243	0.0015179341104156515
it	1078	0.006733880539210174
january	13	8.120635158602251e-05
updated	0	0.0
away	47	0.00029359219419561983
sport	1	6.2466424296940394e-06
language	17	0.00010619292130479868
errors	5	3.1233212148470195e-05
no	313	0.0019551990804942345
you	107	0.0006683907399772622
red	9	5.621978186724635e-05
himself	240	0.0014991941831265694
sixth	2	1.2493284859388079e-05
the	13411	0.08377372162462676
ends	4	2.4986569718776158e-05
for	1167	0.007289831715452944
prince	88	0.0005497045338130755
located	0	0.0
have	494	0.0030858413602688553
title	24	0.00014991941831265696
use	52	0.00032482540634409004
life	92	0.0005746911035318516
in	3171	0.0198081031445598
tragedy	1	6.2466424296940394e-06
fifth	6	3.747985457816424e-05
beloved	3	1.873992728908212e-05
measure	18	0.0001124395637344927
labour	0	0.0
most	188	0.0011743687767824793
set	69	0.00043101832764888873
copy	6	3.747985457816424e-05
complete	22	0.00013742613345326887
at	945	0.005903077096060867
september	32	0.00019989255775020926
almost	67	0.00041852504278950067
anyone	9	5.621978186724635e-05
hate	2	1.2493284859388079e-05
this	812	0.00507227365291156
may	108	0.0006746373824069562
merchant	4	2.4986569718776158e-05
laws	14	8.745299401571656e-05
character	27	0.00016865934560173905
second	63	0.0003935384730707245
all	718	0.00448508926452032
wife	10	6.246642429694039e-05
by	1465	0.009151331159501768
states	24	0.00014991941831265696
date	19	0.00011868620616418675
whatsoever	4	2.4986569718776158e-05
using	4	2.4986569718776158e-05
release	1	6.2466424296940394e-06
if	228	0.001424234473970241
flight	31	0.00019364591532051523
parts	32	0.00019989255775020926
terms	34	0.00021238584260959735
fourth	6	3.747985457816424e-05
part	121	0.0007558437339929788
dignity	13	8.120635158602251e-05
anywhere	2	1.2493284859388079e-05
a	2432	0.015191834389015904
world	66	0.0004122784003598066
merry	0	0.0
not	801	0.005003560586184926
