before	52	0.0009489916963226571
works	32	0.0005839948900447121
and	1157	0.02111506524317912
well	77	0.0014052377041700885
love	16	0.00029199744502235605
to	1762	0.03215621863308696
start	8	0.00014599872251117802
country	13	0.00023724792408066428
is	442	0.008066429418742586
as	465	0.008486175745962223
lost	7	0.0001277488821972808
first	40	0.0007299936125558901
contents	3	5.474952094169176e-05
project	87	0.0015877361073090611
give	27	0.0004927456884752259
heed	2	3.6499680627794506e-05
eighth	0	0.0
like	51	0.0009307418560087599
third	5	9.124920156948626e-05
cheer	0	0.0
cost	5	9.124920156948626e-05
last	40	0.0007299936125558901
comedy	0	0.0
united	10	0.00018249840313897252
or	202	0.003686467743407245
restrictions	2	3.6499680627794506e-05
where	46	0.0008394926544392737
under	18	0.00032849712565015057
included	4	7.299936125558901e-05
with	581	0.010603157222374305
mark	0	0.0
other	62	0.0011314900994616297
king	0	0.0
public	13	0.00023724792408066428
that	708	0.012920886942239255
of	1336	0.02438178665936673
check	4	7.299936125558901e-05
are	144	0.0026279770052012046
it	807	0.014727621133315083
january	1	1.8249840313897253e-05
updated	2	3.6499680627794506e-05
away	53	0.0009672415366365544
sport	4	7.299936125558901e-05
language	2	3.6499680627794506e-05
errors	1	1.8249840313897253e-05
no	273	0.00498220640569395
you	789	0.014399124007664932
red	3	5.474952094169176e-05
himself	66	0.0012044894607172187
sixth	0	0.0
the	2925	0.05338078291814947
ends	1	1.8249840313897253e-05
for	451	0.008230677981567661
prince	1	1.8249840313897253e-05
located	4	7.299936125558901e-05
have	389	0.007099187882106031
title	1	1.8249840313897253e-05
use	26	0.00047449584816132857
life	20	0.00036499680627794504
in	877	0.01600510995528789
tragedy	25	0.00045624600784743136
fifth	0	0.0
beloved	0	0.0
measure	1	1.8249840313897253e-05
labour	1	1.8249840313897253e-05
most	41	0.0007482434528697874
set	31	0.0005657450497308148
copy	12	0.00021899808376676705
complete	3	5.474952094169176e-05
at	366	0.006679441554886395
september	0	0.0
almost	48	0.0008759923350670682
anyone	5	9.124920156948626e-05
hate	6	0.00010949904188338352
this	244	0.00445296103659093
may	84	0.0015329865863673692
merchant	0	0.0
laws	8	0.00014599872251117802
character	18	0.00032849712565015057
second	7	0.0001277488821972808
all	189	0.003449219819326581
wife	4	7.299936125558901e-05
by	203	0.0037047175837211423
states	14	0.0002554977643945616
date	7	0.0001277488821972808
whatsoever	2	3.6499680627794506e-05
using	8	0.00014599872251117802
release	5	9.124920156948626e-05
if	168	0.0030659731727347385
flight	3	5.474952094169176e-05
parts	0	0.0
terms	23	0.00041974632721963683
fourth	0	0.0
part	22	0.00040149648690573957
dignity	0	0.0
anywhere	2	3.6499680627794506e-05
a	1275	0.023268546400218998
world	7	0.0001277488821972808
merry	0	0.0
not	419	0.007646683091522949
