before	28	0.0008286965786669824
works	5	0.00014798153190481828
and	1007	0.0298034805256304
well	16	0.0004735409020954185
love	9	0.0002663667574286729
to	885	0.026192731147152835
start	0	0.0
country	18	0.0005327335148573459
is	323	0.009559606961051261
as	333	0.009855570024860897
lost	11	0.00032555937019060024
first	43	0.0012726411743814372
contents	1	2.9596306380963656e-05
project	6	0.00017757783828578193
give	11	0.00032555937019060024
heed	0	0.0
eighth	0	0.0
like	24	0.0007103113531431277
third	5	0.00014798153190481828
cheer	0	0.0
cost	0	0.0
last	20	0.0005919261276192731
comedy	0	0.0
united	60	0.0017757783828578194
or	124	0.003669941991239493
restrictions	0	0.0
where	17	0.0005031372084763822
under	30	0.0008878891914289097
included	0	0.0
with	197	0.00583047235704984
mark	4	0.00011838522552385462
other	49	0.001450219012667219
king	8	0.00023677045104770924
public	28	0.0008286965786669824
that	432	0.012785604356576299
of	1960	0.05800876050668877
check	3	8.878891914289097e-05
are	114	0.0033739789274298566
it	350	0.01035870723333728
january	2	5.919261276192731e-05
updated	1	2.9596306380963656e-05
away	3	8.878891914289097e-05
sport	0	0.0
language	3	8.878891914289097e-05
errors	5	0.00014798153190481828
no	74	0.0021901266721913106
you	18	0.0005327335148573459
red	1	2.9596306380963656e-05
himself	7	0.0002071741446667456
sixth	1	2.9596306380963656e-05
the	3152	0.09328755771279744
ends	1	2.9596306380963656e-05
for	284	0.008405351012193679
prince	0	0.0
located	0	0.0
have	164	0.004853794246478039
title	1	2.9596306380963656e-05
use	9	0.0002663667574286729
life	33	0.0009766781105718006
in	862	0.02551201610039067
tragedy	4	0.00011838522552385462
fifth	3	8.878891914289097e-05
beloved	0	0.0
measure	9	0.0002663667574286729
labour	16	0.0004735409020954185
most	53	0.0015686042381910738
set	2	5.919261276192731e-05
copy	7	0.0002071741446667456
complete	3	8.878891914289097e-05
at	83	0.0024564934296199834
september	8	0.00023677045104770924
almost	17	0.0005031372084763822
anyone	0	0.0
hate	0	0.0
this	239	0.007073517225050314
may	47	0.001391026399905292
merchant	1	2.9596306380963656e-05
laws	33	0.0009766781105718006
character	14	0.0004143482893334912
second	12	0.00035515567657156387
all	86	0.0025452823487628743
wife	0	0.0
by	250	0.007399076595240914
states	153	0.004528234876287439
date	1	2.9596306380963656e-05
whatsoever	0	0.0
using	0	0.0
release	0	0.0
if	67	0.001982952527524565
flight	1	2.9596306380963656e-05
parts	2	5.919261276192731e-05
terms	4	0.00011838522552385462
fourth	3	8.878891914289097e-05
part	23	0.000680715046762164
dignity	3	8.878891914289097e-05
anywhere	0	0.0
a	667	0.019740736356102757
world	61	0.001805374689238783
merry	0	0.0
not	219	0.006481591097431041
